,price,year,manufacturer,model,condition,fuel,odometer,title_status,transmission,type,paint_color
21171,16990,2018.0,hyundai,accent se sedan 4d,good,gas,16930.0,clean,other,sedan,white
21172,3700,2004.0,toyota,highlander,good,gas,142000.0,clean,automatic,,
21173,0,2019.0,mercedes-benz,sprinter box truck,,diesel,4074.0,clean,automatic,,white
21174,11975,2003.0,harley-davidson,davidson,excellent,gas,207000.0,clean,automatic,pickup,black
21175,0,2014.0,nissan,rogue,,gas,47287.0,clean,automatic,SUV,white
21176,21950,2003.0,chevrolet,silverado 3500,excellent,diesel,202537.0,clean,automatic,truck,grey
21177,0,2020.0,gmc,sierra 2500hd,,diesel,9564.0,clean,automatic,,white
21178,27590,2018.0,acura,tlx 3.5 sedan 4d,good,gas,20420.0,clean,other,sedan,black
21179,21990,2018.0,volkswagen,tiguan 2.0t s sport,good,gas,7233.0,clean,other,other,green
21180,22590,2018.0,gmc,terrain sle sport utility 4d,good,gas,33826.0,clean,other,other,
21181,29990,2019.0,subaru,forester touring sport,good,gas,30244.0,clean,other,hatchback,
21182,15590,2015.0,mini,hardtop 2 door cooper s,good,other,60291.0,clean,other,hatchback,red
21183,24990,2018.0,audi,a4 ultra premium sedan 4d,good,gas,24116.0,clean,other,sedan,white
21184,56995,2020.0,ford,f-250sd,,other,2498.0,clean,automatic,,
21185,3975,2006.0,pontiac,g6,excellent,gas,187000.0,clean,automatic,sedan,silver
21186,8000,1972.0,chevrolet,chevelle,fair,gas,61000.0,clean,automatic,,white
21187,32500,1987.0,volkswagen,vanagon,excellent,gas,177313.0,clean,automatic,mini-van,blue
21188,0,2015.0,gmc,sierra 1500,,gas,106993.0,clean,automatic,,white
21189,0,2018.0,hyundai,accent,,gas,55985.0,clean,automatic,sedan,silver
21190,0,2020.0,gmc,sierra 2500hd,,gas,9143.0,clean,automatic,,white
21191,13999,2010.0,lexus,rx 350,excellent,gas,115012.0,clean,automatic,SUV,blue
21192,5995,2011.0,nissan,leaf,new,electric,52396.0,clean,automatic,hatchback,silver
21193,7995,2013.0,chrysler,200,,gas,102161.0,clean,automatic,,
21194,11995,2015.0,nissan,altima ￼,new,gas,102457.0,clean,automatic,sedan,black
21195,17995,2018.0,honda,civic,new,gas,33603.0,clean,manual,sedan,grey
21196,12995,2012.0,toyota,corolla s,like new,gas,80410.0,clean,automatic,sedan,blue
21197,0,2016.0,honda,crv ex awd,excellent,gas,87775.0,clean,automatic,SUV,white
21198,0,2015.0,ram,2500,,diesel,106346.0,clean,automatic,,
21199,0,2016.0,honda,civic sedan,,gas,43794.0,clean,automatic,sedan,
21200,23990,2013.0,lexus,gs 350 sedan 4d,good,gas,39664.0,clean,other,sedan,brown
21201,29990,2016.0,chevrolet,colorado extended cab,good,gas,17302.0,clean,other,pickup,red
21202,25500,2014.0,chevrolet,camaro rs,excellent,gas,29500.0,clean,automatic,coupe,red
21203,9600,1999.0,ram,2500,good,diesel,307000.0,clean,automatic,,
21204,8400,2005.0,chevrolet,suburban 2500,excellent,gas,179000.0,clean,automatic,,
21205,25590,2018.0,mercedes-benz,c-class c 300,good,gas,33640.0,clean,other,sedan,blue
21206,16990,2013.0,acura,tl special edition sedan,good,gas,67448.0,clean,automatic,sedan,silver
21207,97995,2019.0,mercedes-benz,sprinter 2500,,gas,1010.0,clean,automatic,,
21208,11200,2014.0,toyota,camry,like new,gas,44000.0,salvage,automatic,sedan,white
21209,7000,2005.0,toyota,4runner,good,gas,280000.0,clean,automatic,SUV,
21210,0,2014.0,jeep,wrangler sahara 4wd,excellent,gas,83862.0,clean,automatic,offroad,silver
21211,0,2008.0,,WORKHORSE W42,,gas,,clean,,other,black
21212,36950,2007.0,ram,2500 quad cab,excellent,diesel,121349.0,clean,automatic,truck,silver
21213,31950,2006.0,ford,f250 super duty,excellent,diesel,98740.0,clean,automatic,truck,grey
21214,36950,2018.0,chevrolet,silverado 2500 hd,excellent,gas,97602.0,clean,automatic,truck,white
21215,9000,1981.0,chevrolet,blazer,good,gas,10.0,clean,automatic,other,custom
21216,15000,2010.0,nissan,370z roadster,,gas,47000.0,clean,manual,,
21217,2600,2000.0,nissan,altima,excellent,gas,180000.0,clean,manual,,
21218,41995,2015.0,jeep,wrangler unlimited sahara 4dr hardtop,,gas,40672.0,clean,automatic,SUV,white
21219,42995,2015.0,ford,f-150 lifted lariat supercrew 5.0 v8,,other,70348.0,clean,automatic,pickup,white
21220,42995,2016.0,ford,f-150 xlt supercrew ecoboost 3.5l premium,,gas,65676.0,clean,automatic,pickup,red
21221,61995,2020.0,ram,3500,,diesel,13962.0,clean,automatic,pickup,white
21222,45995,2012.0,ram,3500 laramie drw crew cab cummins,,diesel,97379.0,clean,automatic,pickup,red
21223,5500,2005.0,chevrolet,astro transit van,excellent,gas,130000.0,clean,automatic,van,white
21224,5975,2011.0,kia,soul,excellent,gas,149000.0,clean,manual,SUV,white
21225,37999,2016.0,jeep,,,gas,38000.0,lien,automatic,,
21226,6600,2008.0,honda,accord,good,gas,127472.0,clean,automatic,sedan,
21227,6975,2006.0,chevrolet,tahoe,excellent,gas,100981.0,clean,automatic,SUV,silver
21228,5700,2004.0,chrysler,pacifica,good,gas,105500.0,clean,automatic,,
21229,6900,2006.0,volkswagen,gti,excellent,gas,104000.0,clean,automatic,hatchback,black
21230,41995,2021.0,toyota,tacoma sr v6,,gas,950.0,clean,automatic,pickup,grey
21231,37990,2017.0,gmc,sierra 1500,,gas,100104.0,clean,automatic,,white
21232,1000,1998.0,ford,f-150,good,gas,2000.0,clean,manual,pickup,
21233,41992,2012.0,ford,f-350sd,,diesel,90386.0,clean,automatic,,white
21234,10495,2010.0,bmw,528i,,gas,104716.0,clean,automatic,sedan,blue
21235,45995,2016.0,ford,f-550sd,,diesel,41217.0,clean,automatic,,white
21236,20590,2019.0,mazda,mazda3 select sedan 4d,good,gas,19900.0,clean,other,sedan,
21237,39590,2019.0,tesla,model 3 standard range,good,electric,21521.0,clean,other,sedan,white
21238,35495,2012.0,ford,f-250sd,,diesel,164637.0,clean,automatic,,white
21239,35990,2019.0,mini,convertible cooper s 2d,good,gas,9508.0,clean,other,other,blue
21240,6000,2013.0,fiat,500,good,gas,90000.0,salvage,manual,coupe,black
21241,0,2017.0,kia,forte,,gas,40816.0,clean,automatic,sedan,silver
21242,26590,2018.0,honda,accord touring sedan 4d,good,gas,41714.0,clean,other,sedan,
21243,61990,2018.0,ram,2500,,diesel,81419.0,clean,automatic,,white
21244,8997,2011.0,honda,cr-v,like new,gas,164000.0,clean,automatic,SUV,grey
21245,37990,2018.0,cadillac,xt5 platinum sport,good,gas,37309.0,clean,other,other,white
21246,25590,2020.0,volkswagen,passat r-line sedan,good,gas,11602.0,clean,other,sedan,white
21247,28990,2018.0,subaru,brz limited coupe 2d,good,gas,6334.0,clean,other,coupe,blue
21248,63990,2019.0,ford,f-250sd,,diesel,48488.0,clean,automatic,,black
21249,0,2013.0,bmw,5-series 535i,,gas,85576.0,clean,automatic,other,white
21250,0,2015.0,chevrolet,silverado 1500 lt,excellent,gas,62988.0,clean,automatic,pickup,blue
21251,0,2017.0,honda,accord sedan,,gas,92503.0,clean,automatic,sedan,silver
21252,43988,2019.0,toyota,tacoma,,gas,32638.0,clean,automatic,truck,black
21253,79995,2018.0,ford,f-450sd,,gas,2268.0,clean,automatic,,white
21254,34500,2007.0,,International 4300,,diesel,97000.0,clean,automatic,,
21255,15590,2016.0,kia,forte koup sx coupe 2d,good,gas,53066.0,clean,other,coupe,red
21256,45995,2017.0,mercedes-benz,sprinter 2500,,diesel,28911.0,clean,automatic,van,black
21257,33990,2020.0,dodge,charger gt sedan 4d,good,other,7577.0,clean,other,sedan,white
21258,0,2017.0,honda,civic sedan,,gas,53045.0,clean,automatic,sedan,white
21259,14995,2013.0,bmw,5 series,,gas,115500.0,clean,automatic,other,silver
21260,62990,2017.0,ford,f-350sd,,diesel,69578.0,clean,automatic,,white
21261,34990,2016.0,chevrolet,silverado 1500 double,good,gas,42468.0,clean,other,pickup,red
21262,37990,2017.0,lexus,rx 450h sport utility 4d,good,other,32878.0,clean,other,other,
21263,0,2019.0,nissan,,,other,35797.0,clean,other,other,
21264,0,2020.0,ford,,,other,33473.0,clean,automatic,other,
21265,48995,2015.0,ford,f-450sd,,diesel,64417.0,clean,automatic,,white
21266,0,2020.0,ford,,,other,20798.0,clean,automatic,other,
21267,0,2019.0,ford,,,other,32131.0,clean,automatic,,
21268,0,2019.0,dodge,,,other,30372.0,clean,automatic,other,
21269,0,2020.0,nissan,,,other,5616.0,clean,other,other,
21270,0,2016.0,kia,,,other,64706.0,clean,automatic,other,
21271,0,2017.0,bmw,,,other,49686.0,clean,automatic,other,
21272,0,2016.0,chevrolet,,,other,85329.0,clean,automatic,other,
21273,0,2020.0,dodge,,,other,6330.0,clean,automatic,other,
21274,0,2015.0,gmc,,,other,43531.0,clean,automatic,,
21275,71895,2017.0,ford,f-250sd,,diesel,30500.0,clean,automatic,,red
21276,14500,2002.0,toyota,4runner,like new,gas,94000.0,clean,automatic,SUV,custom
21277,36988,2018.0,toyota,tacoma,,gas,22424.0,clean,automatic,truck,silver
21278,0,2018.0,honda,civic sedan,,gas,75708.0,clean,automatic,sedan,
21279,19990,2017.0,mercedes-benz,b-class b 250e,good,gas,11951.0,clean,other,hatchback,white
21280,34990,2018.0,mercedes-benz,e-class e 300,good,other,22272.0,clean,automatic,sedan,white
21281,35995,2015.0,ford,f-250 super duty super duty,,gas,62000.0,clean,automatic,,
21282,25590,2016.0,nissan,frontier crew cab sv,good,gas,38282.0,clean,other,pickup,silver
21283,27990,2011.0,mercedes-benz,cl-class cl 550,good,gas,61445.0,clean,automatic,coupe,silver
21284,24990,2019.0,nissan,frontier king cab sv,good,gas,14043.0,clean,other,pickup,white
21285,33990,2020.0,nissan,370z coupe 2d,good,gas,1000.0,clean,other,coupe,white
21286,59995,2017.0,ford,f-750sd,,diesel,58106.0,clean,automatic,,white
21287,38000,1955.0,chevrolet,210,excellent,gas,1400.0,clean,manual,sedan,black
21288,35395,2018.0,ford,f-150,excellent,gas,49425.0,clean,automatic,pickup,white
21289,36995,2016.0,ford,f-550sd,,other,65284.0,clean,automatic,,white
21290,68000,2014.0,,peterbilt 389,excellent,diesel,640626.0,clean,manual,truck,black
21291,2500,1996.0,ford,ranger xl,good,gas,238347.0,clean,automatic,truck,silver
21292,31995,2015.0,ford,f-250 super duty 4x2 2dr re,,gas,99000.0,clean,automatic,,
21293,0,2015.0,chrysler,300 300s sedan 4d,excellent,gas,76610.0,clean,automatic,sedan,black
21294,45000,2016.0,gmc,sierra 1500 slt 4x4,like new,gas,39000.0,clean,automatic,truck,white
21295,12000,2008.0,chevrolet,suburban ltz,,gas,159400.0,clean,automatic,,
21296,6000,1989.0,ford,mustang gt,fair,gas,200676.0,clean,manual,,black
21297,12500,1973.0,,Plymouth duster,good,gas,1000.0,clean,automatic,coupe,
21298,6975,2014.0,kia,forte,excellent,gas,128000.0,clean,automatic,sedan,grey
21299,8500,2007.0,gmc,yukon,excellent,gas,138764.0,clean,automatic,SUV,blue
21300,36900,2017.0,jeep,wrangler unlimited sport,like new,gas,21517.0,clean,automatic,SUV,silver
21301,4200,2000.0,mercedes-benz,e320,excellent,gas,130000.0,clean,automatic,,
21302,13795,2013.0,infiniti,g37,,gas,120210.0,clean,automatic,sedan,silver
21303,2000,2002.0,bmw,330i,,gas,168000.0,clean,automatic,,
21304,8500,2008.0,mercedes-benz,benz e350 sport,excellent,gas,128000.0,clean,automatic,sedan,silver
21305,7000,2002.0,lincoln,,excellent,gas,118000.0,clean,automatic,,
21306,0,2016.0,ford,expedition limited,excellent,gas,61738.0,clean,automatic,SUV,black
21307,0,2017.0,kia,forte,,gas,40816.0,clean,automatic,sedan,silver
21308,8500,1957.0,chevrolet,bel air,,gas,1.0,clean,automatic,,
21309,0,2010.0,honda,accord ex-l sedan,good,gas,127578.0,clean,automatic,sedan,grey
21310,39999,2018.0,ram,chassis 3500,excellent,diesel,89125.0,clean,automatic,pickup,white
21311,36250,2014.0,gmc,sierra,good,gas,92687.0,clean,automatic,truck,black
21312,0,2019.0,cadillac,xts,,gas,66403.0,clean,automatic,sedan,
21313,31990,2019.0,honda,ridgeline rtl-t pickup 4d,good,other,56909.0,clean,other,pickup,white
21314,20000,2017.0,honda,accord lx,excellent,gas,100000.0,clean,automatic,,grey
21315,24990,2019.0,acura,ilx premium pkg sedan 4d,good,other,5334.0,clean,other,sedan,
21316,24590,2017.0,toyota,avalon xle touring sedan,good,other,42253.0,clean,other,sedan,silver
21317,6500,1986.0,ford,bronco eddie bauer,excellent,gas,151000.0,clean,automatic,truck,brown
21318,0,2007.0,bmw,335i,,gas,124416.0,clean,manual,sedan,
21319,0,2014.0,nissan,rogue,,gas,47287.0,clean,automatic,SUV,white
21320,22590,2015.0,hyundai,genesis coupe 3.8 2d,good,gas,20346.0,clean,other,coupe,
21321,34990,2017.0,toyota,tacoma double cab trd,good,other,3464.0,clean,other,pickup,
21322,36885,2017.0,ram,1500,excellent,gas,61400.0,clean,automatic,offroad,grey
21323,29990,2019.0,hyundai,santa fe 2.4 ultimate,good,gas,19699.0,clean,other,other,white
21324,38590,2017.0,nissan,titan xd crew cab sv,good,gas,26539.0,clean,other,pickup,black
21325,14500,2008.0,bmw,650i convertible,excellent,gas,146200.0,clean,automatic,convertible,blue
21326,17900,2013.0,ford,bus,,gas,176000.0,clean,automatic,,
21327,9000,1999.0,,Boxster,,gas,58000.0,clean,manual,,green
21328,0,2018.0,hyundai,accent,,gas,55985.0,clean,automatic,sedan,silver
21329,17900,2016.0,ford,bus,,gas,291000.0,clean,automatic,,
21330,22990,2017.0,volkswagen,golf gti se hatchback,good,gas,34443.0,clean,other,sedan,silver
21331,31990,2020.0,gmc,acadia sle sport utility 4d,good,gas,4108.0,clean,other,other,white
21332,23590,2018.0,infiniti,q50 2.0t pure sedan 4d,good,other,36070.0,clean,other,sedan,
21333,29990,2017.0,chevrolet,colorado crew cab lt,good,other,30727.0,clean,other,pickup,white
21334,0,2017.0,chevrolet,silverado 1500 lt 4x4,excellent,gas,79384.0,clean,automatic,offroad,silver
21335,5500,2006.0,ford,f-250,fair,gas,237000.0,clean,automatic,pickup,white
21336,34590,2017.0,ford,f150 supercrew cab xlt,good,other,29073.0,clean,other,pickup,white
21337,27590,2019.0,audi,a3 premium sedan 4d,good,gas,10592.0,clean,other,sedan,black
21338,0,2016.0,honda,civic sedan,,gas,43794.0,clean,automatic,sedan,
21339,0,2017.0,honda,accord sport sedan 4d,excellent,gas,25498.0,clean,automatic,sedan,red
21340,3700,2006.0,toyota,matrix,good,gas,163671.0,clean,automatic,,
21341,16590,2018.0,ford,c-max hybrid se wagon 4d,good,hybrid,42749.0,clean,other,wagon,blue
21342,33590,2019.0,ford,ranger supercrew xl pickup,good,gas,33424.0,clean,other,pickup,white
21343,19990,2017.0,hyundai,sonata plug-in hybrid,good,hybrid,29254.0,clean,manual,sedan,white
21344,35590,2018.0,gmc,sierra 1500 double cab sle,good,other,19458.0,clean,other,pickup,black
21345,15000,2005.0,chevrolet,silverado,,gas,115532.0,clean,automatic,,
21346,0,2008.0,,WORKHORSE W42,,gas,,clean,,other,black
21347,11000,2010.0,chevrolet,camaro,excellent,gas,120000.0,clean,automatic,coupe,orange
21348,12500,2000.0,chevrolet,camaro,,gas,108000.0,clean,automatic,,
21349,5600,2012.0,toyota,yaris,good,gas,80000.0,salvage,automatic,sedan,blue
21350,14500,1996.0,ford,mustang,excellent,gas,95000.0,clean,manual,,
21351,13500,2004.0,toyota,truck tundra sr5,excellent,gas,187000.0,clean,automatic,,blue
21352,9250,1962.0,ford,galaxie 500,salvage,gas,64556.0,clean,manual,sedan,grey
21353,7500,2012.0,volkswagen,beetle,excellent,gas,101000.0,clean,manual,,
21354,9597,2014.0,kia,optima,excellent,gas,145789.0,clean,automatic,sedan,silver
21355,13351,2015.0,kia,soul,excellent,gas,59491.0,clean,automatic,sedan,white
21356,9663,2016.0,hyundai,elantra,excellent,gas,106992.0,clean,automatic,sedan,red
21357,12208,2012.0,honda,accord sdn,excellent,gas,62095.0,clean,automatic,sedan,grey
21358,6950,2007.0,ford,f450 superduty,excellent,diesel,175000.0,clean,automatic,,
21359,8997,2011.0,honda,cr-v,like new,gas,164000.0,clean,automatic,SUV,grey
21360,0,2013.0,hyundai,sonata limited,excellent,gas,58572.0,clean,automatic,sedan,silver
21361,3000,2000.0,ford,mustang gt,good,gas,250000.0,clean,manual,convertible,white
21362,82000,2019.0,chevrolet,corvette,,gas,6100.0,clean,automatic,,
21363,3900,2000.0,toyota,echo,,gas,196000.0,clean,automatic,,
21364,0,2010.0,toyota,highlander limited,excellent,gas,143067.0,clean,automatic,SUV,silver
21365,0,2017.0,kia,forte,,gas,40816.0,clean,automatic,sedan,silver
21366,69995,2018.0,ram,2500 laramie 4dr megacab,,diesel,51431.0,clean,automatic,pickup,grey
21367,44995,2018.0,ford,f-150 xlt supercrew eco boost 3.5l,,gas,50847.0,clean,automatic,pickup,white
21368,33590,2014.0,gmc,sierra 1500 crew cab slt,good,gas,57923.0,clean,other,pickup,white
21369,0,2013.0,honda,cr-v ex-l,,gas,44616.0,clean,automatic,other,grey
21370,44995,2017.0,nissan,titan xd pro-4x,,diesel,70316.0,clean,automatic,pickup,black
21371,68995,2017.0,ford,f-250 super duty lariat lift 6.7 liter,,other,68326.0,clean,automatic,pickup,white
21372,0,2017.0,buick,enclave,,other,107727.0,clean,automatic,SUV,white
21373,29990,2013.0,tesla,model s sedan 4d,good,electric,59613.0,clean,other,sedan,blue
21374,34990,2016.0,gmc,canyon crew cab sle pickup,good,gas,34425.0,clean,other,pickup,red
21375,24995,2013.0,chevrolet,silverado 1500 lt ext cab lifted,,other,117740.0,clean,automatic,pickup,silver
21376,54995,2014.0,gmc,sierra 2500 lifted denali 6.6 duramax crew cab,,diesel,71127.0,clean,automatic,pickup,black
21377,25990,2014.0,gmc,sierra 1500 regular cab,good,gas,15575.0,clean,other,pickup,brown
21378,31990,2020.0,toyota,tacoma access cab sr,good,gas,9261.0,clean,other,pickup,silver
21379,25999,2000.0,ford,f-250 super cab 7.3l diesel,excellent,diesel,118000.0,clean,automatic,truck,
21380,0,2017.0,honda,accord sedan,,gas,92503.0,clean,automatic,sedan,silver
21381,32950,2006.0,ford,f350 king ranch,excellent,diesel,78853.0,clean,automatic,truck,white
21382,29950,2007.0,ford,f350 super duty lariat,excellent,diesel,117288.0,clean,automatic,truck,black
21383,30000,2004.0,ford,f350 super duty,excellent,gas,99100.0,clean,automatic,,white
21384,10500,2011.0,jeep,,excellent,gas,109370.0,clean,automatic,SUV,silver
21385,15900,2008.0,,isuzu npr,,gas,175000.0,clean,automatic,truck,
21386,34590,2017.0,ram,1500 quad cab slt pickup 4d,good,gas,13970.0,clean,other,pickup,
21387,29990,2016.0,bmw,4 series 435i gran coupe 4d,good,other,26460.0,clean,other,coupe,blue
21388,33590,2014.0,toyota,tundra crewmax sr5 pickup,good,other,55251.0,clean,other,pickup,red
21389,27788,2017.0,jeep,wrangler unlimited,,gas,90010.0,clean,automatic,SUV,grey
21390,0,2014.0,bmw,3 series,,gas,72965.0,clean,automatic,sedan,
21391,13495,2008.0,ford,mustang,excellent,gas,101314.0,clean,automatic,coupe,red
21392,19990,2017.0,fiat,500 abarth hatchback 2d,good,gas,6054.0,clean,other,hatchback,
21393,11975,2011.0,mercedes-benz,gl-class gl 350,excellent,gas,164000.0,clean,automatic,SUV,blue
21394,2600,1974.0,ford,f250,,gas,69000.0,clean,automatic,,
21395,0,2013.0,subaru,impreza wrx limited,excellent,gas,75948.0,clean,manual,hatchback,white
21396,0,2017.0,honda,civic sedan,,gas,53045.0,clean,automatic,sedan,white
21397,32950,1998.0,ram,3500,excellent,gas,83708.0,clean,automatic,pickup,red
21398,0,2017.0,bmw,3 series,,gas,71665.0,clean,automatic,sedan,
21399,7975,2008.0,nissan,maxima,excellent,gas,147000.0,clean,automatic,sedan,white
21400,10999,2006.0,chevrolet,silverado 1500,excellent,gas,112512.0,clean,automatic,,
21401,34999,2016.0,,Isuzu NPR HD GAS REG,excellent,gas,74885.0,clean,automatic,,white
21402,34799,2014.0,jeep,wrangler unlimited,,gas,93650.0,clean,automatic,SUV,white
21403,20999,2015.0,chevrolet,express commercial cutaway,excellent,gas,117527.0,clean,automatic,,
21404,34999,2019.0,ford,transit van,excellent,gas,30620.0,clean,automatic,,
21405,27995,2014.0,chevrolet,silverado 2500hd,excellent,gas,117219.0,clean,automatic,,
21406,20999,2016.0,ford,transit cargo van,excellent,gas,117133.0,clean,automatic,,white
21407,17498,2014.0,chevrolet,express cargo van,excellent,gas,83280.0,clean,automatic,,
21408,37995,2019.0,toyota,tacoma trd off-road,,gas,5295.0,clean,automatic,pickup,white
21409,21995,2013.0,toyota,tacoma prerunner v6,,gas,102719.0,clean,automatic,pickup,white
21410,6000,2012.0,ford,f-250 super duty,good,diesel,115000.0,salvage,automatic,,red
21411,0,2018.0,honda,civic sedan,,gas,75708.0,clean,automatic,sedan,
21412,3800,1974.0,volkswagen,beetle,good,gas,47408.0,salvage,manual,coupe,white
21413,0,2017.0,honda,pilot ex-l 4dr ex-l,excellent,gas,49482.0,clean,automatic,SUV,white
21414,6500,2011.0,,Prius,like new,gas,115000.0,clean,automatic,,
21415,6975,2009.0,toyota,camry,excellent,gas,161000.0,clean,automatic,sedan,silver
21416,0,2013.0,bmw,x5,,gas,65684.0,clean,automatic,SUV,
21417,0,2015.0,ford,taurus,,other,99594.0,clean,automatic,sedan,silver
21418,26990,2017.0,nissan,titan single cab sv,good,gas,41335.0,clean,other,pickup,red
21419,18590,2018.0,ford,ecosport se sport utility,good,gas,13110.0,clean,other,hatchback,
21420,23990,2013.0,toyota,4runner sr5 sport utility,good,other,83754.0,clean,other,other,red
21421,29590,2018.0,mercedes-benz,glc 300 sport,good,gas,32833.0,clean,other,other,red
21422,30590,2018.0,alfa-romeo,romeo stelvio sport suv 4d,good,gas,19673.0,clean,other,hatchback,white
21423,24590,2014.0,lexus,is 350 sedan 4d,good,gas,60987.0,clean,other,sedan,black
21424,36590,2019.0,chevrolet,silverado 1500 crew,good,gas,7619.0,clean,other,pickup,white
21425,5675,2011.0,hyundai,elantra touring,good,gas,115800.0,clean,automatic,wagon,black
21426,36990,2019.0,alfa-romeo,romeo giulia ti sport,good,gas,5471.0,clean,other,sedan,white
21427,8975,2007.0,ford,ranger,excellent,gas,121000.0,clean,automatic,pickup,white
21428,29900,2011.0,ford,e450 super duty,good,gas,113006.0,clean,automatic,truck,white
21429,17999,2008.0,mercedes-benz,benz cl550 amg,excellent,gas,108000.0,clean,automatic,coupe,black
21430,16000,2001.0,jeep,wrangler,excellent,gas,109813.0,clean,manual,offroad,red
21431,12399,2016.0,mini,cooper countryman,excellent,gas,53000.0,clean,automatic,hatchback,blue
21432,9999,2013.0,honda,fit,excellent,gas,35000.0,clean,automatic,hatchback,grey
21433,15399,2015.0,volkswagen,golf gti turbo se,excellent,gas,67000.0,clean,automatic,hatchback,grey
21434,0,2019.0,jeep,wrangler unlimited rubicon,excellent,gas,20827.0,clean,automatic,offroad,grey
21435,14499,2014.0,toyota,sienna le 8 pass.,excellent,gas,84000.0,clean,automatic,mini-van,blue
21436,25999,2014.0,chevrolet,silverado texas ed.,excellent,gas,79000.0,clean,automatic,pickup,white
21437,16799,2015.0,honda,cr-v ex,excellent,gas,69000.0,clean,automatic,SUV,silver
21438,2950,1995.0,jeep,grand cherokee,fair,gas,257000.0,clean,automatic,SUV,silver
21439,4975,2011.0,chevrolet,impala limited ltz,excellent,gas,139000.0,clean,automatic,sedan,white
21440,5900,2001.0,chevrolet,tahoe 4x4,excellent,gas,164035.0,clean,automatic,SUV,red
21441,32000,2021.0,kia,telluride,like new,gas,2000.0,salvage,automatic,SUV,white
21442,8000,2004.0,ford,sterling l7500,,diesel,214000.0,clean,automatic,,
21443,15500,2014.0,subaru,forester,excellent,gas,53522.0,clean,manual,SUV,white
21444,25950,1990.0,ford,f250 4x4,excellent,gas,42001.0,clean,manual,truck,red
21445,45950,2014.0,ram,3500 laramie crew cab,excellent,diesel,143909.0,clean,automatic,truck,grey
21446,52950,2015.0,ford,f350 super duty lariat,excellent,diesel,106554.0,clean,automatic,truck,black
21447,35950,2018.0,chevrolet,silverado 2500 hd,excellent,gas,113869.0,clean,automatic,truck,silver
21448,33950,2011.0,ram,2500 crew cab slt,excellent,gas,82790.0,clean,automatic,truck,black
21449,21950,2015.0,toyota,tacoma prerunner,excellent,gas,112081.0,clean,automatic,truck,white
21450,35950,2011.0,ford,f250 super duty lariat,excellent,diesel,157159.0,clean,automatic,truck,grey
21451,49950,2015.0,ford,f350 super duty lariat,excellent,diesel,124119.0,clean,automatic,truck,white
21452,46950,2010.0,ram,3500 laramie,excellent,diesel,94550.0,clean,automatic,truck,white
21453,20950,2018.0,toyota,tundra crewmax,excellent,gas,192825.0,clean,automatic,truck,white
21454,35950,2018.0,chevrolet,silverado 2500 hd,excellent,gas,106874.0,clean,automatic,truck,silver
21455,35950,2018.0,chevrolet,silverado 2500 hd,excellent,gas,102365.0,clean,automatic,truck,white
21456,24950,2013.0,ram,2500 crew cab 4x4,excellent,gas,153801.0,clean,automatic,truck,silver
21457,24950,2007.0,chevrolet,silverado 1500 ls,excellent,gas,130375.0,clean,automatic,truck,black
21458,7975,2014.0,volkswagen,passat,excellent,gas,157000.0,clean,automatic,sedan,black
21459,6975,2006.0,nissan,xterra,excellent,gas,142000.0,clean,automatic,SUV,white
21460,8500,1996.0,chevrolet,1500 tahoe,,gas,206000.0,salvage,automatic,,white
21461,66995,2016.0,ford,f-350sd,,other,39326.0,clean,automatic,,white
21462,36999,2015.0,ram,chassis 3500 utility,excellent,diesel,97747.0,,automatic,truck,
21463,20950,2011.0,ford,f150 supercrew cab lariat,excellent,gas,117996.0,clean,automatic,truck,grey
21464,25997,2006.0,toyota,"tundra sr5 4dr double cab 1-owner*rust free*only 112k miles*new water pump & timing belt*new bilstein-toytec lift*new 33"" yokohama tires*like new in&out*0-accidents",,gas,112215.0,clean,automatic,pickup,brown
21465,3900,2007.0,toyota,camry,,gas,200000.0,clean,automatic,,
21466,12950,2003.0,chevrolet,avalanche 1500,excellent,gas,148947.0,clean,automatic,truck,black
21467,8995,2017.0,mitsubishi,mirage,good,gas,120469.0,clean,automatic,hatchback,custom
21468,10495,2011.0,dodge,charger,good,gas,156612.0,clean,automatic,sedan,silver
21469,8995,2009.0,toyota,camry,good,gas,162740.0,clean,automatic,sedan,white
21470,5995,2013.0,dodge,dart,good,gas,123998.0,clean,automatic,sedan,grey
21471,8995,2010.0,toyota,corolla,good,gas,160618.0,clean,automatic,sedan,black
21472,6995,2013.0,dodge,avenger,good,gas,139675.0,clean,automatic,sedan,blue
21473,6700,2007.0,bmw,328i,excellent,gas,94204.0,clean,automatic,sedan,green
21474,42995,2018.0,ford,f-150 platinum,excellent,gas,61897.0,clean,automatic,truck,white
21475,32999,2014.0,gmc,"sierra 3500hd cc one owner, service work truck, 12ft flatbed!",,gas,124821.0,clean,automatic,pickup,white
21476,0,2012.0,toyota,rav4 2wd,like new,gas,7.0,clean,automatic,SUV,
21477,3700,1987.0,gmc,7000,good,diesel,155000.0,clean,automatic,truck,white
21478,27999,2012.0,ford,"e350 e350 10ft plumbers,",excellent,gas,55999.0,,automatic,sedan,
21479,24995,2017.0,audi,a4,,gas,88000.0,clean,automatic,other,
21480,57995,2020.0,jeep,gladiator,excellent,gas,15114.0,clean,automatic,pickup,
21481,43995,2015.0,ford,f-150,excellent,gas,52582.0,clean,automatic,pickup,grey
21482,62995,2019.0,ram,2500,,diesel,30478.0,clean,automatic,,
