,price,year,manufacturer,model,condition,fuel,odometer,title_status,transmission,type,paint_color
36157,8038,2013.0,hyundai,sonata gls,good,gas,156400.0,clean,automatic,sedan,
36158,24444,2014.0,ford,f-150 stx,good,other,50160.0,clean,automatic,pickup,red
36159,30678,2013.0,chevrolet,silverado 1500 lt,good,other,99830.0,clean,automatic,pickup,
36160,41388,2019.0,toyota,tacoma sr5 4x4 double cab,good,gas,28249.0,clean,automatic,pickup,white
36161,33188,2011.0,dodge,challenger srt8,good,gas,41240.0,clean,automatic,coupe,orange
36162,25988,2018.0,chevrolet,equinox premier,good,gas,53354.0,clean,automatic,other,red
36163,26988,2019.0,honda,accord sedan sport 1.5t,good,gas,27932.0,clean,automatic,sedan,red
36164,26388,2016.0,ram,1500 express,good,gas,88488.0,clean,automatic,pickup,white
36165,14288,2014.0,honda,accord sedan sport,good,gas,141523.0,clean,automatic,sedan,white
36166,15888,2012.0,infiniti,g37 sedan x,good,gas,82906.0,clean,automatic,sedan,black
36167,18088,2014.0,toyota,rav4 xle,good,gas,85591.0,clean,automatic,other,blue
36168,9999,2013.0,mazda,mazda3,excellent,gas,99091.0,clean,automatic,sedan,white
36169,7999,2012.0,chevrolet,impala,excellent,gas,98494.0,clean,automatic,sedan,black
36170,6500,2001.0,nissan,frontier,like new,gas,140000.0,clean,manual,truck,white
36171,0,2017.0,nissan,altima 2.5,excellent,gas,117750.0,clean,automatic,sedan,white
36172,0,2008.0,,WORKHORSE W42,,gas,,clean,,other,black
36173,34990,2018.0,jeep,wrangler unlimited all new,good,other,13992.0,clean,other,other,
36174,32990,2019.0,chevrolet,silverado 1500 ld,good,other,6897.0,clean,other,pickup,black
36175,37990,2016.0,toyota,tundra double cab sr,good,gas,22870.0,clean,other,pickup,black
36176,28590,2017.0,chevrolet,silverado 1500 regular,good,gas,102.0,clean,other,pickup,red
36177,8700,2002.0,toyota,tacoma,,gas,229000.0,clean,automatic,,
36178,2500,1989.0,,suzuki sidekick sport,excellent,gas,1111111.0,clean,manual,SUV,black
36179,2750,2011.0,chevrolet,hhr ls,good,gas,90000.0,clean,automatic,,blue
36180,2100,2001.0,chevrolet,malibu ls,good,gas,92000.0,clean,automatic,sedan,
36181,13000,1998.0,lexus,sc400,excellent,gas,108250.0,clean,automatic,coupe,black
36182,53333,1968.0,chevrolet,corvette,excellent,gas,34260.0,clean,manual,coupe,blue
36183,0,2020.0,nissan,versa s sedan 4d,like new,gas,34783.0,clean,automatic,sedan,silver
36184,29000,1980.0,pontiac,firebird,good,gas,69068.0,clean,automatic,coupe,white
36185,0,2005.0,gmc,sierra 1500 hybrid,,gas,81817.0,clean,automatic,truck,
36186,17990,2012.0,volkswagen,touareg tdi sport suv,good,gas,93185.0,clean,other,other,white
36187,39590,2017.0,chevrolet,camaro ss coupe 2d,good,gas,10496.0,clean,other,coupe,white
36188,32990,2018.0,ford,mustang gt coupe 2d,good,gas,27726.0,clean,other,coupe,red
36189,17990,2015.0,volkswagen,golf tdi sel,good,diesel,51482.0,clean,other,sedan,white
36190,7500,2004.0,chevrolet,tahoe ls,like new,gas,147000.0,clean,automatic,SUV,silver
36191,15900,2013.0,ford,explorer limited,excellent,gas,98350.0,clean,automatic,SUV,grey
36192,1000,1998.0,buick,century custom,good,gas,104170.0,clean,automatic,sedan,
36193,45995,2020.0,chevrolet,silverado,,gas,14860.0,clean,automatic,,
36194,3300,2006.0,ford,escape hybrid,,hybrid,182000.0,clean,automatic,,
36195,0,2008.0,,WORKHORSE W42,,gas,,clean,,other,black
36196,15990,2010.0,ford,ranger super cab xlt pickup,good,gas,48055.0,clean,other,pickup,silver
36197,33990,2020.0,jeep,wrangler sport suv 2d,good,gas,9859.0,clean,other,other,
36198,25990,2019.0,ram,1500 classic regular cab,good,gas,12302.0,clean,other,pickup,white
36199,29590,2017.0,ford,expedition xlt sport,good,gas,70760.0,clean,other,SUV,blue
36200,3800,2000.0,,caddilac deville,excellent,gas,184444.0,clean,automatic,other,grey
36201,6900,2009.0,nissan,murano,excellent,gas,125000.0,clean,automatic,SUV,
36202,4495,2000.0,honda,civic,,gas,159077.0,clean,automatic,sedan,custom
36203,9000,2009.0,ford,e-350,excellent,gas,220000.0,salvage,automatic,van,white
36204,27999,2012.0,chevrolet,silverado 2500,excellent,gas,14260.0,clean,automatic,pickup,
36205,4000,1972.0,chevrolet,c60,good,gas,300000.0,clean,manual,,
36206,0,2017.0,honda,accord hybrid ex-l,excellent,hybrid,138900.0,clean,automatic,sedan,white
36207,5500,2010.0,honda,accord,good,gas,160000.0,clean,automatic,sedan,
36208,25990,2018.0,mazda,mx-5 miata grand touring,good,gas,10364.0,clean,other,other,white
36209,27990,2014.0,toyota,tacoma access cab pickup,good,other,17805.0,clean,other,pickup,red
36210,33990,2012.0,mercedes-benz,e-class e 63 amg,good,gas,88107.0,clean,automatic,sedan,white
36211,38990,2013.0,chevrolet,corvette grand sport,good,gas,51525.0,clean,other,other,red
36212,11995,2005.0,toyota,mr2,,gas,81077.0,clean,manual,convertible,black
36213,20595,2012.0,ford,mustang,,gas,78399.0,clean,manual,other,silver
36214,9995,2005.0,ram,1500 quad cab,,gas,181140.0,clean,automatic,pickup,white
36215,5300,2007.0,toyota,camry,good,gas,146000.0,clean,automatic,sedan,custom
36216,29998,2017.0,mercedes-benz,glc,excellent,gas,,clean,automatic,SUV,
36217,51998,2017.0,mercedes-benz,e-class,excellent,gas,,clean,automatic,sedan,
36218,35448,2017.0,mercedes-benz,e-class,excellent,gas,,clean,automatic,sedan,
36219,44998,2018.0,mercedes-benz,gle,excellent,gas,,clean,automatic,SUV,black
36220,38998,2018.0,mercedes-benz,e-class,excellent,gas,,clean,automatic,sedan,black
36221,29998,2019.0,mercedes-benz,gla,excellent,gas,,clean,automatic,SUV,
36222,35898,2018.0,lexus,nx,excellent,gas,,clean,automatic,SUV,
36223,32698,2015.0,jeep,grand cherokee,excellent,gas,,clean,automatic,SUV,
36224,64998,2020.0,ford,f-250sd,excellent,gas,,clean,automatic,pickup,
36225,44998,2015.0,dodge,challenger,excellent,gas,,clean,manual,coupe,
36226,29998,2016.0,chevrolet,colorado,excellent,gas,,clean,automatic,pickup,black
36227,32998,2018.0,audi,q5,excellent,gas,,clean,automatic,SUV,
36228,28988,2018.0,mercedes-benz,c-class,excellent,gas,,clean,automatic,sedan,
36229,44998,2017.0,toyota,4runner,excellent,gas,,clean,automatic,SUV,
36230,28998,2016.0,mercedes-benz,glc,excellent,gas,,clean,automatic,SUV,
36231,0,2008.0,,WORKHORSE W42,,gas,,clean,,other,black
36232,25590,2017.0,infiniti,q70 3.7 sedan 4d,good,other,66632.0,clean,other,sedan,blue
36233,35990,2018.0,audi,a4 allroad premium plus,good,gas,29157.0,clean,other,wagon,black
36234,29590,2015.0,bmw,5 series 535d xdrive sedan,good,diesel,30179.0,clean,other,sedan,white
36235,21590,2019.0,chrysler,300 touring l sedan 4d,good,other,43747.0,clean,other,sedan,black
36236,2100,2007.0,nissan,altima,fair,gas,240000.0,clean,automatic,sedan,
36237,5500,1969.0,pontiac,grand prix,good,gas,96000.0,clean,automatic,,
36238,4800,2007.0,ford,mustang,good,gas,200000.0,clean,automatic,coupe,blue
36239,541,2011.0,ram,2500,,diesel,62711.0,clean,automatic,truck,
36240,16990,2019.0,kia,forte fe sedan 4d,good,other,8904.0,clean,other,sedan,black
36241,39590,2015.0,bmw,x6 xdrive35i sport utility,good,gas,29259.0,clean,other,other,white
36242,24990,2017.0,alfa-romeo,romeo giulia sedan 4d,good,gas,24813.0,clean,other,sedan,red
36243,32590,2018.0,jaguar,f-pace 25t premium sport,good,other,39505.0,clean,other,SUV,blue
36244,4500,2003.0,acura,mdx,excellent,gas,174000.0,clean,automatic,SUV,grey
36245,5000,2007.0,,2007 Doge,good,gas,164120.0,clean,automatic,,grey
36246,10500,2007.0,,XLT Triton V8,good,gas,197000.0,clean,automatic,truck,grey
36247,0,2013.0,honda,accord ex-l coupe,excellent,gas,146790.0,clean,automatic,coupe,grey
36248,13000,1992.0,toyota,pick up,excellent,gas,111000.0,clean,manual,,
36249,0,2015.0,ford,f59 18,,gas,,clean,,other,
36250,484,2012.0,ram,3500,,diesel,118102.0,clean,automatic,truck,
36251,20590,2013.0,acura,mdx sport utility 4d,good,gas,77087.0,clean,other,other,silver
36252,29990,2018.0,lexus,nx 300 sport utility 4d,good,other,15923.0,clean,other,hatchback,white
36253,30990,2018.0,audi,q5 premium sport utility 4d,good,gas,30390.0,clean,other,SUV,black
36254,24990,2015.0,acura,mdx sh-awd sport utility,good,other,61261.0,clean,other,SUV,
36255,5500,2002.0,buick,lasabre custom,like new,gas,158376.0,clean,automatic,sedan,custom
36256,1500,1979.0,ford,ranchero,,gas,50000.0,clean,automatic,,
36257,14000,2001.0,toyota,tacoma,excellent,gas,158000.0,clean,manual,truck,custom
36258,0,2017.0,honda,accord hybrid ex-l,excellent,hybrid,138900.0,clean,automatic,sedan,white
36259,2500,2007.0,nissan,altima,good,gas,240000.0,clean,automatic,,
36260,0,2018.0,chevrolet,malibu lt,excellent,gas,107340.0,clean,automatic,sedan,white
36261,49788,2020.0,hyundai,palisade limited,good,gas,5913.0,clean,automatic,other,black
36262,10138,2013.0,hyundai,elantra gls,good,gas,85467.0,clean,automatic,sedan,
36263,10988,2014.0,hyundai,sonata gls,good,gas,111195.0,clean,automatic,sedan,silver
36264,10588,2012.0,hyundai,sonata gls,good,gas,83488.0,clean,automatic,sedan,
36265,2500,2004.0,mercedes-benz,benz e320,good,gas,194000.0,clean,automatic,sedan,black
36266,0,2015.0,toyota,,like new,gas,87572.0,clean,automatic,,
36267,507,2012.0,chevrolet,silverado 3500hd,,diesel,107779.0,clean,automatic,truck,
36268,36990,2018.0,bmw,4 series 430i xdrive,good,gas,42913.0,clean,other,convertible,white
36269,31590,2018.0,bmw,4 series 430i convertible 2d,good,gas,48667.0,clean,other,convertible,silver
36270,30590,2017.0,audi,a6 3.0t premium plus sedan,good,gas,24238.0,clean,automatic,sedan,white
36271,39990,2020.0,infiniti,qx60 luxe sport utility,good,gas,6500.0,clean,automatic,other,blue
36272,4000,2010.0,honda,civic dx,good,gas,198000.0,clean,automatic,sedan,grey
36273,9500,2015.0,jeep,patriot,excellent,gas,87000.0,clean,automatic,SUV,white
36274,0,2017.0,dodge,challenger,excellent,gas,105143.0,clean,automatic,coupe,grey
36275,0,2015.0,ford,f59 18,,gas,,clean,,other,
36276,451,2011.0,gmc,sierra 2500hd,,diesel,109280.0,clean,automatic,truck,
36277,25590,2017.0,ford,mustang v6 convertible 2d,good,gas,11325.0,clean,other,convertible,red
36278,24990,2019.0,chevrolet,camaro lt convertible,good,gas,28068.0,clean,other,other,white
36279,35590,2011.0,dodge,challenger srt8 coupe 2d,good,gas,16796.0,clean,other,coupe,green
36280,40590,2019.0,ford,f250 super duty regular cab,good,other,9313.0,clean,other,pickup,white
36281,5500,2005.0,nissan,frontier crew cab,,gas,176000.0,clean,automatic,pickup,white
36282,4250,2004.0,toyota,sequoia limited 4wd,good,gas,285000.0,clean,automatic,SUV,white
36283,3200,1997.0,mercury,grand marquis,excellent,gas,125000.0,clean,automatic,sedan,green
36284,29980,2019.0,ford,escape sel ecoboost,like new,gas,3850.0,clean,automatic,SUV,grey
36285,563,2017.0,ram,2500,,diesel,32619.0,clean,automatic,truck,
36286,23990,2015.0,chevrolet,colorado crew cab lt,good,other,74914.0,clean,other,pickup,black
36287,33990,2018.0,bmw,3 series 328d xdrive sport,good,gas,30570.0,clean,other,wagon,white
36288,43990,2019.0,jeep,wrangler unlimited sahara,good,gas,4362.0,clean,other,SUV,black
36289,57990,2020.0,bmw,7 series 740i sedan 4d,good,gas,20605.0,clean,other,sedan,silver
36290,5999,2007.0,gmc,envoy sle,excellent,gas,122164.0,clean,automatic,SUV,black
36291,8999,2011.0,,KIA/SORENTO,excellent,gas,123173.0,clean,automatic,SUV,silver
36292,0,2018.0,chevrolet,malibu lt,excellent,gas,107340.0,clean,automatic,sedan,white
36293,1200,1998.0,honda,accord,fair,gas,106000.0,salvage,automatic,coupe,grey
36294,0,2015.0,ford,f59 18,,gas,,clean,,other,
36295,214,2004.0,ford,super duty f-350 srw,,diesel,178432.0,clean,manual,truck,
36296,18000,2016.0,ford,mustang,excellent,gas,66000.0,clean,automatic,,black
36297,28498,2015.0,mercedes-benz,c-class,excellent,gas,,clean,automatic,sedan,
36298,45988,2018.0,mercedes-benz,gle,excellent,gas,,clean,automatic,SUV,
36299,41998,2017.0,jeep,wrangler,excellent,gas,,clean,automatic,SUV,
36300,29995,2016.0,dodge,challenger,excellent,gas,,clean,manual,coupe,
36301,32998,2018.0,audi,a4,excellent,gas,,clean,automatic,sedan,
36302,3500,2001.0,hyundai,accent gs,excellent,gas,132126.0,clean,automatic,hatchback,green
36303,2000,1965.0,ford,mustang,,gas,12345.0,missing,manual,,blue
36304,34990,2020.0,lexus,ux 250h sport utility 4d,good,gas,598.0,clean,other,hatchback,black
36305,21590,2019.0,volkswagen,jetta 1.4t sel,good,gas,7898.0,clean,other,sedan,blue
36306,23990,2020.0,volkswagen,jetta 1.4t sel,good,other,9763.0,clean,other,sedan,black
36307,34990,2019.0,acura,rdx sh-awd sport utility,good,other,18213.0,clean,other,SUV,black
36308,4500,2007.0,honda,civic ex,good,gas,167000.0,rebuilt,manual,coupe,blue
36309,3300,1998.0,lexus,es 300,good,gas,202000.0,clean,automatic,,red
36310,1000,2007.0,ford,f-150,good,gas,220000.0,clean,automatic,truck,brown
36311,0,2015.0,ford,f59 18,,gas,,clean,,other,
36312,406,2007.0,ram,2500,,diesel,77937.0,clean,automatic,truck,
36313,35590,2018.0,audi,a4 allroad premium wagon 4d,good,gas,28162.0,clean,other,wagon,
36314,23590,2018.0,chrysler,300 touring l sedan 4d,good,gas,19677.0,clean,other,sedan,black
36315,22590,2014.0,bmw,5 series 535d xdrive sedan,good,diesel,60783.0,clean,automatic,sedan,white
36316,26590,2017.0,infiniti,q70 3.7 sedan 4d,good,other,34159.0,clean,automatic,sedan,
36317,6999,2009.0,,SCION/TC,excellent,gas,123912.0,clean,automatic,coupe,white
36318,11999,2011.0,,FORD/RANGER,excellent,gas,100733.0,clean,automatic,pickup,silver
36319,6999,2006.0,toyota,sienna,excellent,gas,132130.0,clean,automatic,van,blue
36320,6500,2007.0,,TOYOTA/COROLLA,excellent,gas,113814.0,clean,automatic,sedan,black
36321,9500,2006.0,,DODGE/DAKOTA,,gas,109966.0,clean,automatic,pickup,red
36322,3999,1998.0,toyota,sienna xle,excellent,gas,161759.0,clean,automatic,van,grey
36323,5999,2005.0,,JEEP/LIBERTY,excellent,gas,105261.0,clean,automatic,SUV,white
36324,21498,2014.0,mercedes-benz,m-class,excellent,gas,,clean,automatic,SUV,
36325,0,2017.0,dodge,challenger,excellent,gas,105143.0,clean,automatic,coupe,grey
36326,13000,1986.0,ford,f-350,good,diesel,116900.0,clean,manual,truck,white
36327,0,2020.0,nissan,versa s sedan 4d,like new,gas,34783.0,clean,automatic,sedan,silver
36328,45995,2020.0,chevrolet,silverado lt,,gas,14860.0,clean,automatic,,
36329,4000,2005.0,dodge,dakota,,gas,185000.0,clean,automatic,,
36330,42590,2016.0,bmw,x6 sdrive35i sport utility,good,gas,14433.0,clean,other,other,
36331,15590,2019.0,kia,forte fe sedan 4d,good,gas,18761.0,clean,other,sedan,
36332,26990,2018.0,alfa-romeo,romeo giulia ti sedan 4d,good,gas,14017.0,clean,other,sedan,white
36333,28990,2017.0,jaguar,f-pace 20d prestige sport,good,diesel,71386.0,clean,automatic,SUV,blue
36334,4000,2002.0,honda,odyssey,,gas,265000.0,clean,automatic,mini-van,red
36335,5500,2010.0,honda,accord,good,gas,170000.0,salvage,automatic,sedan,grey
36336,0,2017.0,nissan,rogue awd 4dr sl,like new,gas,93050.0,clean,automatic,SUV,grey
36337,120000,2012.0,chevrolet,silverado,good,gas,265000.0,clean,automatic,truck,white
36338,6500,2013.0,nissan,altima,salvage,gas,82000.0,salvage,automatic,,black
36339,7000,2008.0,,saab 9-3,excellent,gas,80000.0,clean,automatic,coupe,silver
36340,3800,2013.0,nissan,sentra sl,excellent,gas,58333.0,salvage,automatic,,silver
36341,0,2015.0,ford,f59 18,,gas,,clean,,other,
36342,39990,2019.0,acura,mdx sh-awd w/technology,good,other,24495.0,clean,other,SUV,
36343,33590,2017.0,audi,q5 3.0t premium plus sport,good,gas,14318.0,clean,automatic,SUV,black
36344,30990,2018.0,lexus,nx 300h sport utility 4d,good,hybrid,27205.0,clean,automatic,hatchback,silver
36345,37590,2018.0,acura,mdx sport hybrid sh-awd,good,hybrid,38840.0,clean,other,SUV,brown
36346,3900,2008.0,hyundai,sonata,excellent,gas,200000.0,clean,automatic,sedan,silver
36347,43000,2015.0,jeep,wrangler unlimited,excellent,gas,48500.0,clean,automatic,SUV,white
36348,0,2013.0,dodge,grand caravan sxt,excellent,gas,114970.0,clean,automatic,mini-van,red
36349,34990,2018.0,ford,mustang gt premium,good,gas,18650.0,clean,other,convertible,black
36350,33590,2018.0,bmw,4 series 440i gran coupe,good,other,23776.0,clean,other,coupe,silver
36351,29990,2018.0,audi,a6 2.0t premium plus sedan,good,gas,23559.0,clean,other,sedan,silver
36352,39590,2020.0,infiniti,qx60 luxe sport utility,good,other,8140.0,clean,other,SUV,
36353,6900,2009.0,nissan,murano,excellent,gas,125000.0,clean,automatic,SUV,
36354,0,2018.0,chevrolet,trax lt sport utility,excellent,gas,89250.0,clean,automatic,SUV,silver
36355,12499,2016.0,hyundai,sonata hybrid,excellent,hybrid,92275.0,clean,automatic,sedan,silver
36356,8500,1999.0,ford,f-250 super duty,excellent,diesel,427000.0,clean,automatic,pickup,white
36357,0,2017.0,nissan,altima 2.5,excellent,gas,117750.0,clean,automatic,sedan,white
36358,23995,2015.0,chevrolet,silverado ls,,gas,74145.0,clean,automatic,,
36359,5500,1994.0,gmc,3500 dually,,gas,168.0,clean,automatic,,
36360,0,2017.0,chrysler,pacifica lx,excellent,gas,125817.0,clean,automatic,mini-van,blue
36361,0,2015.0,ford,f59 18,,gas,,clean,,other,
36362,20590,2017.0,toyota,camry xse sedan 4d,good,other,7486.0,clean,other,sedan,white
36363,22990,2018.0,honda,civic si sedan 4d,good,other,39082.0,clean,other,sedan,red
36364,36590,2017.0,chevrolet,tahoe lt sport utility,good,other,60476.0,clean,other,SUV,silver
36365,38990,2019.0,toyota,tundra crewmax sr5 pickup,good,gas,15512.0,clean,other,pickup,silver
36366,5700,2003.0,mazda,mpv lx,excellent,gas,97000.0,clean,automatic,van,silver
36367,7999,2009.0,,CHEVROLET/IMPALA,excellent,gas,75252.0,clean,automatic,sedan,white
36368,5999,2009.0,,KIA/SPECTRA,excellent,gas,83809.0,clean,automatic,sedan,white
36369,5999,2012.0,,NISSAN/VERSA,,gas,97214.0,clean,automatic,sedan,white
36370,6500,2003.0,,HONDA/ACCORD,excellent,gas,66471.0,clean,automatic,sedan,green
36371,6999,2008.0,,HONDA/CIVIC,excellent,gas,86956.0,clean,automatic,coupe,white
36372,7999,2007.0,,FORD/EXPEDITION,excellent,gas,148370.0,clean,automatic,SUV,black
36373,8499,2008.0,,FORD/RANGER,excellent,gas,143276.0,clean,automatic,pickup,grey
36374,5000,2002.0,cadillac,escalade,,gas,220000.0,clean,automatic,,
36375,2000,2003.0,nissan,altima,good,gas,138000.0,clean,automatic,sedan,brown
36376,11950,2016.0,honda,hr-v,excellent,gas,102000.0,clean,automatic,SUV,black
36377,0,2016.0,kia,sorento lx sport utility,excellent,gas,112538.0,clean,automatic,SUV,white
36378,22988,2008.0,jeep,wrangler unlimited rubicon,good,gas,103119.0,clean,manual,other,blue
36379,28988,2017.0,chevrolet,silverado 1500 2wd,good,other,61600.0,clean,automatic,pickup,white
36380,37338,2016.0,toyota,4runner limited 4x4,good,gas,81588.0,clean,automatic,other,
36381,29788,2011.0,jeep,wrangler unlimited rubicon,good,gas,82662.0,clean,automatic,other,red
36382,41888,2012.0,ford,f-150 svt raptor,good,gas,101535.0,clean,automatic,pickup,silver
36383,17238,2019.0,nissan,sentra s,good,gas,20426.0,clean,automatic,sedan,blue
36384,23138,2018.0,acura,ilx,good,gas,13097.0,clean,automatic,sedan,white
36385,1000,2007.0,jeep,liberty,,gas,230000.0,clean,manual,,
36386,38590,2020.0,bmw,3 series 330i xdrive sedan,good,gas,5580.0,clean,other,sedan,black
36387,40990,2018.0,bmw,7 series 740e xdrive sedan,good,hybrid,37082.0,clean,automatic,sedan,black
36388,26990,2016.0,chevrolet,colorado crew cab z71,good,gas,73371.0,clean,other,pickup,white
36389,29990,2017.0,jeep,wrangler unlimited sport,good,gas,26965.0,clean,other,SUV,
36390,7500,2013.0,hyundai,accent,good,gas,103000.0,clean,manual,hatchback,black
36391,5500,2012.0,toyota,scion xd,good,gas,145000.0,clean,automatic,,white
36392,72998,2019.0,mercedes-benz,cls,excellent,gas,,clean,automatic,sedan,black
36393,56498,2017.0,,Maserati Levante,excellent,gas,,clean,automatic,SUV,
36394,179988,2021.0,mercedes-benz,g-class,excellent,gas,,clean,automatic,SUV,
36395,46998,2016.0,cadillac,escalade,excellent,gas,,clean,automatic,SUV,
36396,42998,2016.0,gmc,yukon,excellent,gas,,clean,automatic,SUV,
36397,64998,2016.0,chevrolet,corvette,excellent,gas,,clean,automatic,coupe,black
36398,39988,2020.0,mercedes-benz,c-class,excellent,gas,,clean,automatic,sedan,
36399,30998,2018.0,mercedes-benz,c-class,excellent,gas,,clean,automatic,sedan,
36400,30998,2016.0,ford,mustang,excellent,gas,,clean,manual,coupe,
36401,58998,2020.0,chevrolet,silverado 1500,excellent,gas,,clean,automatic,pickup,
36402,45998,2020.0,toyota,4runner,excellent,gas,,clean,automatic,SUV,
36403,35448,2017.0,lexus,rx,excellent,gas,,clean,automatic,SUV,
36404,42998,2020.0,ford,mustang,excellent,gas,,clean,manual,coupe,
36405,55998,2020.0,mercedes-benz,gle,excellent,gas,,clean,automatic,SUV,
36406,42998,2019.0,mercedes-benz,e-class,excellent,gas,,clean,automatic,sedan,black
36407,71598,2018.0,mercedes-benz,sl-class,excellent,gas,,clean,automatic,convertible,black
36408,67998,2018.0,mercedes-benz,s-class,excellent,gas,,clean,automatic,sedan,black
36409,59498,2018.0,mercedes-benz,sl-class,excellent,gas,,clean,automatic,convertible,black
36410,112998,2016.0,mercedes-benz,g-class,excellent,gas,1.0,clean,automatic,SUV,
36411,59998,2017.0,mercedes-benz,s-class,excellent,gas,,clean,automatic,sedan,
36412,20998,2014.0,lexus,is,excellent,gas,,clean,automatic,sedan,
36413,76998,2017.0,mercedes-benz,gls,excellent,gas,,clean,automatic,SUV,
36414,39998,2018.0,mercedes-benz,gle,excellent,gas,,clean,automatic,SUV,
36415,12998,2017.0,nissan,sentra,excellent,gas,,clean,automatic,sedan,
36416,29448,2017.0,ford,explorer,excellent,gas,,clean,automatic,SUV,
36417,1500,2003.0,ford,hybrid prius,fair,hybrid,108900.0,clean,automatic,sedan,grey
36418,6000,2007.0,bmw,530i,excellent,gas,116000.0,clean,automatic,sedan,silver
36419,6400,1991.0,mazda,miata,good,gas,227000.0,clean,manual,,white
36420,2200,2001.0,honda,accord,good,gas,281.0,clean,automatic,,grey
36421,2000,2013.0,ford,focus se,fair,gas,129000.0,lien,automatic,,black
36422,0,2015.0,ford,f59 18,,gas,,clean,,other,
36423,406,2014.0,chevrolet,silverado 1500,,gas,86596.0,clean,automatic,truck,
36424,14590,2012.0,bmw,1 series 128i coupe 2d,good,other,80465.0,clean,other,coupe,black
36425,43990,2020.0,buick,enclave premium sport,good,other,2212.0,clean,other,other,black
36426,22590,2014.0,cadillac,ats 2.0l turbo,good,gas,12533.0,clean,other,sedan,red
36427,19990,2020.0,mitsubishi,outlander sport es,good,other,11103.0,clean,other,hatchback,orange
36428,41990,2019.0,lincoln,continental reserve,good,gas,9345.0,clean,other,sedan,blue
36429,11000,2011.0,bmw,328i,good,gas,148500.0,clean,automatic,convertible,white
36430,24590,2018.0,lincoln,mkz select sedan 4d,good,gas,16081.0,clean,automatic,sedan,white
36431,31990,2018.0,alfa-romeo,romeo stelvio ti sport,good,other,24008.0,clean,other,hatchback,white
36432,23990,2015.0,cadillac,srx luxury collection,good,other,57304.0,clean,other,SUV,
36433,10990,2013.0,nissan,sentra s sedan 4d,good,gas,81557.0,clean,other,sedan,red
36434,10000,2007.0,ford,explorer eddie bauer,excellent,gas,91800.0,clean,automatic,SUV,black
36435,0,2013.0,honda,accord ex-l v6,excellent,gas,117150.0,clean,automatic,coupe,white
36436,17000,2008.0,subaru,impreza wrx sti,,gas,114700.0,clean,manual,,
36437,14000,2007.0,toyota,tacoma,good,gas,149594.0,clean,automatic,truck,grey
36438,14588,2013.0,honda,accord sdn lx,good,gas,72808.0,clean,automatic,sedan,
36439,22238,2017.0,chevrolet,traverse lt,good,gas,103565.0,clean,automatic,other,black
36440,16588,2017.0,hyundai,veloster value edition,good,gas,20732.0,clean,automatic,hatchback,black
36441,15688,2016.0,volkswagen,passat 1.8t se,good,gas,54825.0,clean,automatic,sedan,silver
36442,28488,2015.0,chevrolet,silverado 1500 ltz,good,gas,121881.0,clean,automatic,pickup,grey
36443,26388,2019.0,subaru,outback premium,good,gas,41713.0,clean,automatic,other,silver
36444,29488,2015.0,ram,1500 big horn,good,gas,63462.0,clean,automatic,pickup,white
36445,16788,2014.0,toyota,sienna le,good,gas,107965.0,clean,automatic,van,
36446,19988,2006.0,toyota,tacoma pre-runner sr5 4x2,good,gas,115510.0,clean,automatic,pickup,
36447,11788,2013.0,honda,civic sdn lx,good,gas,118313.0,clean,automatic,sedan,black
36448,16488,2017.0,mazda,cx-3 sport,good,gas,56565.0,clean,automatic,other,red
36449,15638,2016.0,nissan,altima 2.5 sr,good,gas,72858.0,clean,automatic,sedan,
36450,19488,2007.0,toyota,tundra ltd 4x2 crew max,good,gas,152514.0,clean,automatic,pickup,
36451,14388,2014.0,acura,ilx premium pkg,good,gas,105791.0,clean,automatic,sedan,blue
36452,29388,2017.0,nissan,armada sv,good,gas,69509.0,clean,automatic,other,
36453,15288,2014.0,dodge,charger se,good,gas,82206.0,clean,automatic,sedan,
36454,42588,2018.0,chevrolet,silverado 1500 lt 2wd,good,gas,22441.0,clean,automatic,pickup,red
36455,12188,2017.0,hyundai,accent value edition,good,gas,55666.0,clean,automatic,sedan,white
36456,37788,2016.0,chevrolet,silverado 1500 lt 4wd,good,gas,24256.0,clean,automatic,pickup,
36457,10222,2013.0,toyota,corolla le,good,gas,114082.0,clean,automatic,sedan,white
36458,16488,2017.0,kia,sportage lx,good,gas,70123.0,clean,automatic,other,black
36459,30988,2014.0,gmc,sierra 1500 sle,good,other,65518.0,clean,automatic,pickup,
36460,14588,2017.0,mitsubishi,outlander sport es,good,gas,75300.0,clean,automatic,other,white
36461,15488,2018.0,kia,forte lx,good,gas,49638.0,clean,automatic,sedan,black
36462,19688,2017.0,nissan,rogue s,good,gas,19763.0,clean,automatic,other,
36463,18788,2016.0,mazda,cx-5 sport,good,gas,38300.0,clean,automatic,other,black
36464,20988,2017.0,chevrolet,equinox premier,good,gas,46081.0,clean,automatic,other,white
36465,26788,2016.0,acura,mdx,good,gas,56378.0,clean,automatic,other,white
36466,31788,2015.0,toyota,4runner limited 4x2,good,gas,99966.0,clean,automatic,other,
36467,16488,2016.0,jeep,renegade latitude,good,gas,35825.0,clean,manual,other,orange
36468,20878,2019.0,honda,civic sedan touring,good,gas,50253.0,clean,automatic,sedan,white
36469,35288,2017.0,jeep,wrangler unlimited sport,good,gas,46138.0,clean,manual,other,black
36470,9988,2017.0,hyundai,accent value edition,good,gas,110418.0,clean,automatic,sedan,white
